user_id,rolls_sink,avg_multiplier,about_to_churn
1066979881,6055,20,FALSE
118251437,3580,20,FALSE
478624619,5953,20,FALSE
528740867,2798,20,FALSE
843229254,757,1,FALSE
35030098,3070,50,FALSE
64475117,6918,20,FALSE
72085522,2850,10,FALSE
1080319946,6060,5,FALSE
104524268,1490,20,FALSE
952818648,3376,20,FALSE
54177009,6437,20,FALSE
851558515,6743,20,FALSE
1130173128,781,2,FALSE
945827192,2317,20,FALSE
1116516601,34324,50,FALSE
229357860,5061,20,FALSE
1101445861,3421,10,FALSE
1121598716,2221,5,FALSE
908858144,2700,10,FALSE
243205553,38,1,TRUE
2152341,4021,10,FALSE
31572545,7896,20,FALSE
41378467,1840,20,FALSE
475611460,3142,20,FALSE
1083018580,5225,20,FALSE
386481975,421,5,TRUE
696181181,3904,10,FALSE
1026180716,920,20,FALSE
1032143416,2577,20,FALSE
1129115949,1274,10,FALSE
448056728,2450,20,FALSE
228886656,2088,10,FALSE
924739074,2795,50,FALSE
1040595251,3154,20,FALSE
538457687,1615,20,FALSE
920491977,8670,50,FALSE
5205810,2842,10,FALSE
1126450760,1417,5,FALSE
1131588424,703,3,FALSE
376882914,2281,20,FALSE
50592149,6845,10,FALSE
736298540,6096,20,FALSE
976447100,1440,20,FALSE
482800633,1110,20,FALSE
39698171,5635,20,FALSE
62729481,5269,10,FALSE
344809477,3610,50,FALSE
67689103,6249,20,FALSE
216824395,4169,20,FALSE
64150472,9054,20,FALSE
1068165703,5280,20,FALSE
1117801299,3122,5,FALSE
79276825,12480,1,FALSE
425780131,3148,20,FALSE
60333985,3813,20,FALSE
923817719,6870,20,FALSE
1125089442,1031,5,FALSE
1116962237,5072,10,FALSE
4474314,1829,20,FALSE
31628751,2810,20,FALSE
1120507596,5013,20,FALSE
58601670,1740,20,FALSE
56037602,3700,50,FALSE
1072200421,2630,20,FALSE
331454830,850,50,FALSE
1123461599,1875,3,FALSE
52659822,2108,20,FALSE
1104676442,1615,20,FALSE
1058684474,3250,20,FALSE
136218659,3404,20,FALSE
1006335652,2920,20,FALSE
33184124,820,20,FALSE
17825734,5110,10,FALSE
1124979788,3188,5,FALSE
1070814134,2673,20,FALSE
1131450956,1349,2,FALSE
21251680,1563,20,FALSE
253054149,1910,10,FALSE
291792849,4140,50,FALSE
789310388,3066,10,FALSE
1084733787,7467,10,FALSE
10579860,4500,5,FALSE
205398903,2003,10,FALSE
459980529,6965,20,FALSE
629857457,1040,10,FALSE
742716067,1930,20,FALSE
31042063,2003,10,FALSE
1068125255,2229,20,FALSE
1045841773,2050,10,FALSE
15998414,640,20,FALSE
1055211831,3024,20,FALSE
374119911,2058,10,FALSE
1128924818,862,10,FALSE
351084615,4830,10,FALSE
360305673,3644,20,FALSE
1040774821,7940,20,FALSE
562552213,3620,10,FALSE
67872070,5689,20,FALSE
271407897,3848,20,FALSE
15181766,2780,50,FALSE
1026822740,29300,1,FALSE
34635824,140,10,TRUE
40025714,2470,20,FALSE
572287290,4964,10,FALSE
992818355,2840,20,FALSE
1067734829,3458,5,FALSE
1106890062,2268,5,FALSE
897271794,430,10,TRUE
498597168,6786,10,FALSE
452606115,7040,20,FALSE
586023802,4750,50,FALSE
820638330,750,10,FALSE
515618728,1170,10,FALSE
68192963,5930,50,FALSE
22670520,2250,10,FALSE
1021247475,242,1,FALSE
16266415,12100,100,FALSE
713021916,6330,50,FALSE
7283444,4866,20,FALSE
399968238,450,50,TRUE
196772866,579,3,FALSE
1047464475,1680,20,FALSE
1049687564,2700,10,FALSE
10252401,790,20,FALSE
218566668,4023,20,FALSE
75047234,2640,50,FALSE
1130793150,2821,10,FALSE
87587486,1260,10,FALSE
30152825,5098,20,FALSE
1128534528,2219,10,FALSE
585842928,7390,10,FALSE
796814127,1925,10,FALSE
23145579,11088,100,FALSE
968247062,4387,20,FALSE
1130410960,666,5,FALSE
249439939,50890,1,FALSE
7880939,266,10,TRUE
983458482,1635,10,FALSE
978461726,3412,20,FALSE
53373194,3180,20,FALSE
1129451371,231,3,FALSE
953760961,5355,20,FALSE
67808396,7910,20,FALSE
1117912465,228,1,FALSE
312293678,9134,50,FALSE
5797790,3300,20,FALSE
1100509818,3052,10,FALSE
1007597437,3673,50,FALSE
182450707,5899,20,FALSE
973571870,7962,20,FALSE
551826743,3290,20,FALSE
240119465,740,20,FALSE
1056297057,5056,20,FALSE
97132891,4040,20,FALSE
246856412,1740,20,FALSE
12102289,7905,50,FALSE
93810151,9353,5,FALSE
362661231,5506,10,FALSE
1057836980,8778,50,FALSE
1035109579,4426,5,FALSE
2118575,2035,20,FALSE
747851104,280,20,TRUE
76541322,8894,50,FALSE
1130819814,112,1,FALSE
473296108,2218,20,FALSE
58424403,7300,100,FALSE
958472666,741,20,FALSE
368479461,2680,10,FALSE
4180454,1762,20,FALSE
1066283250,9578,20,FALSE
957651948,1567,20,FALSE
1118199184,10592,20,FALSE
89191135,1133,10,FALSE
1016271751,7591,20,FALSE
25472720,5200,1,FALSE
465605537,2821,20,FALSE
28497697,11906,50,FALSE
54868807,2080,20,FALSE
1020302009,7230,20,FALSE
51813909,965,20,FALSE
55696825,2380,10,FALSE
55065165,10350,50,FALSE
566846276,3839,20,FALSE
404181330,4301,20,FALSE
1130459254,298,5,FALSE
1078551290,1543,3,FALSE
59845629,1470,5,FALSE
2089666,23500,100,FALSE
1101574776,970,10,FALSE
113814180,14353,50,FALSE
257297893,1310,10,FALSE
55411128,1060,20,FALSE
141686637,3260,20,FALSE
10288943,2490,20,FALSE
74155843,5376,20,FALSE
1098155223,4603,10,FALSE
787544579,2933,10,FALSE
51707834,9000,50,FALSE
469346972,5986,20,FALSE
17947302,2920,20,FALSE
971488335,4719,50,FALSE
365890106,11600,100,FALSE
85990115,8752,20,FALSE
4668266,4750,50,FALSE
342625844,6626,20,FALSE
304688812,2457,50,FALSE
1116466496,8329,20,FALSE
561933787,1400,20,FALSE
54558085,2956,10,FALSE
824363885,780,5,FALSE
55819099,1287,10,FALSE
1131747420,142,2,FALSE
88645146,10160,50,FALSE
53315365,3921,20,FALSE
715188204,1201,10,FALSE
1055272606,2365,20,FALSE
2832957,2004,20,FALSE
459143082,1400,20,FALSE
147367703,4140,20,FALSE
79230408,6897,20,FALSE
983488665,1400,10,FALSE
66270491,2050,50,FALSE
1122767302,1090,10,FALSE
6596086,1950,50,FALSE
980727818,2229,10,FALSE
1085507046,3016,10,FALSE
1062711889,2166,20,FALSE
564229077,3145,20,FALSE
423613185,8940,50,FALSE
1009352827,6879,10,FALSE
1117552832,2425,5,FALSE
1068793120,2833,10,FALSE
1079591986,4590,20,FALSE
1039849511,13120,50,FALSE
14953124,2309,20,FALSE
63733097,3033,50,FALSE
498923670,5500,20,FALSE
55153174,9550,20,FALSE
513096582,1440,20,FALSE
1033811390,5129,20,FALSE
1131259887,1429,3,FALSE
4026621,8213,50,FALSE
721565699,3659,20,FALSE
106118411,4075,20,FALSE
116323506,25320,50,FALSE
504826758,5917,10,FALSE
223363920,2150,10,FALSE
46373044,9213,20,FALSE
519065438,2023,5,FALSE
648807688,4170,10,FALSE
383328299,2841,20,FALSE
471263736,2430,20,FALSE
40664026,4130,20,FALSE
1119348671,3715,10,FALSE
988465955,3338,5,FALSE
35667586,1330,20,FALSE
245738113,9685,20,FALSE
1027617087,2460,20,FALSE
2192407,3340,20,FALSE
1091605143,7235,20,FALSE
1002675512,2015,5,FALSE
1116080899,2500,20,FALSE
1124765583,605,10,FALSE
786744943,15350,100,FALSE
983340653,754,10,FALSE
969766434,2230,5,FALSE
1032025184,4796,50,FALSE
1102789283,2590,50,FALSE
338648150,1374,10,FALSE
32057175,3260,20,FALSE
809361286,4629,20,FALSE
650742913,4845,20,FALSE
1034380424,3343,10,FALSE
1082780000,2539,10,FALSE
959614435,2581,20,FALSE
20419603,1640,20,FALSE
1051378001,3880,50,FALSE
748002247,21889,50,FALSE
217464921,3830,10,FALSE
1063509575,3929,10,FALSE
1051984740,7106,50,FALSE
927053474,1020,50,FALSE
82745217,3200,10,FALSE
1032169233,4672,10,FALSE
88767878,3320,10,FALSE
368211678,4065,20,FALSE
31748680,4020,20,FALSE
111250619,1810,20,FALSE
1123516255,413,1,FALSE
30551939,3790,20,FALSE
528439538,2170,20,FALSE
1097642929,2482,20,FALSE
1112756269,4390,20,FALSE
1130987759,1789,5,FALSE
317302632,2982,20,FALSE
874323094,13900,50,FALSE
989498862,2180,20,FALSE
17952262,770,10,FALSE
446987259,1903,20,FALSE
53075799,1945,20,FALSE
996745797,4260,20,FALSE
67424959,12127,20,FALSE
59228990,5075,20,FALSE
63506970,450,10,TRUE
9683434,4455,20,FALSE
327819377,2640,20,FALSE
593055299,29600,100,FALSE
43753203,1394,20,FALSE
324288146,2043,20,FALSE
59284416,3900,50,FALSE
1100152926,10470,50,FALSE
62478318,3867,20,FALSE
170044465,2525,5,FALSE
348906280,3295,20,FALSE
57177315,2492,50,FALSE
1061011318,2810,20,FALSE
1125686960,1817,10,FALSE
369216451,4267,20,FALSE
155929703,3019,10,FALSE
81582669,465,10,TRUE
702885353,4095,20,FALSE
1122651172,735,10,FALSE
777915120,4509,20,FALSE
549299703,4306,20,FALSE
911020806,3775,20,FALSE
854686680,1000,10,FALSE
959203066,8585,20,FALSE
12363790,4340,50,FALSE
47925759,2099,20,FALSE
1127697747,184,5,FALSE
26006919,3603,50,FALSE
1011773123,1964,20,FALSE
207048587,3379,20,FALSE
57674172,5367,20,FALSE
1112241254,5360,20,FALSE
67372524,2450,10,FALSE
531084489,1769,20,FALSE
1013285131,2095,20,FALSE
35893869,2070,5,FALSE
663860445,2845,20,FALSE
461476345,5200,20,FALSE
18572813,2117,20,FALSE
1078426406,4694,20,FALSE
1028786576,3090,20,FALSE
910642694,2355,20,FALSE
404066674,4170,20,FALSE
749281189,3561,20,FALSE
492898324,2197,20,FALSE
1079350997,1170,20,FALSE
32994688,2590,20,FALSE
81489187,4260,50,FALSE
1127355910,415,5,FALSE
54281822,8243,50,FALSE
407395151,5881,20,FALSE
1131763983,20,1,FALSE
345017286,2920,50,FALSE
641559925,4043,50,FALSE
1064730327,560,20,FALSE
429876290,11933,50,FALSE
701613057,8553,50,FALSE
525340313,4358,20,FALSE
479222423,3521,20,FALSE
955788086,7891,20,FALSE
1696136,2815,10,FALSE
995445412,505,5,FALSE
446676771,120,5,TRUE
83005607,710,20,FALSE
300962658,1692,10,FALSE
34842864,3500,50,FALSE
1076960623,3238,20,FALSE
28554760,3303,10,FALSE
1059967045,2335,10,FALSE
942371578,471,3,TRUE
470221246,1790,10,FALSE
435635831,11050,50,FALSE
100975918,937,20,FALSE
25078484,840,20,FALSE
60919668,980,10,FALSE
4439689,139,3,TRUE
957085638,540,10,FALSE
443457341,7375,50,FALSE
92443897,2601,50,FALSE
781368959,328,20,TRUE
1076080243,4512,20,FALSE
623483840,240,5,TRUE
36314543,340,20,TRUE
963801704,1658,10,FALSE
505838460,3880,50,FALSE
99585024,4533,20,FALSE
513053860,9041,20,FALSE
201682432,2440,20,FALSE
1129489099,319,5,FALSE
667207528,2758,20,FALSE
717973156,4210,20,FALSE
1048136323,3599,20,FALSE
1126230356,236,5,FALSE
1131515240,173,2,FALSE
1009591190,1012,10,FALSE
714388221,2378,20,FALSE
374120020,4574,10,FALSE
62886969,1685,20,FALSE
603971057,1835,50,FALSE
1048960218,2955,20,FALSE
473713594,1380,10,FALSE
366051180,4600,50,FALSE
424249213,3575,20,FALSE
451599197,2660,20,FALSE
1022288807,3370,50,FALSE
1017695113,3860,20,FALSE
13689302,3530,20,FALSE
3853685,1020,5,FALSE
1090141769,701,10,FALSE
721283809,1340,20,FALSE
344553991,4320,20,FALSE
703998727,1665,50,FALSE
1104674181,2690,50,FALSE
435957317,7310,20,FALSE
1009230821,1320,20,FALSE
1011168082,3273,20,FALSE
70036717,1840,10,FALSE
7117005,4750,20,FALSE
33869909,1555,20,FALSE
513574009,3466,50,FALSE
7732452,1541,20,FALSE
1099755220,3754,20,FALSE
952780311,3011,10,FALSE
63977901,10513,50,FALSE
12881129,1640,20,FALSE
128990487,7400,100,FALSE
1126674516,250,10,FALSE
5872619,703,20,FALSE
983614725,1690,20,FALSE
998974897,7008,20,FALSE
36057953,2743,20,FALSE
116577831,4126,20,FALSE
971443765,6170,50,FALSE
37018591,4936,20,FALSE
102126520,2760,20,FALSE
53182179,4770,20,FALSE
1122929035,870,10,FALSE
1074602224,8708,50,FALSE
69060966,4530,50,FALSE
1019925437,2640,20,FALSE
1050048165,4804,10,FALSE
1110529205,1250,50,FALSE
553716061,6419,50,FALSE
68399687,2997,20,FALSE
368542038,23990,50,FALSE
652101215,3118,20,FALSE
881604430,2290,10,FALSE
1045430885,8424,50,FALSE
488710077,3063,20,FALSE
32633241,4163,20,FALSE
2929529,1357,20,FALSE
14508744,2832,20,FALSE
54980308,2731,10,FALSE
1035298661,3175,20,FALSE
958912886,2664,20,FALSE
204092401,3138,20,FALSE
59061990,2715,20,FALSE
220798720,1000,10,FALSE
1000735373,2279,20,FALSE
552305534,968,20,FALSE
379278248,1360,20,FALSE
980085668,755,5,FALSE
1042619990,4546,10,FALSE
5540225,2060,50,FALSE
549229473,1320,10,FALSE
33373994,5669,20,FALSE
50281251,6604,20,FALSE
1120026668,715,5,FALSE
1125570595,1038,10,FALSE
1057152061,1592,10,FALSE
240197635,4966,20,FALSE
1131227806,1332,5,FALSE
977995251,2541,20,FALSE
1131739582,159,2,FALSE
68454868,10832,50,FALSE
1089886932,4091,20,FALSE
102258868,700,20,FALSE
821027100,310,20,TRUE
1728615,5133,50,FALSE
957886034,860,20,FALSE
58579004,380,20,TRUE
507009936,3481,10,FALSE
613161325,3095,20,FALSE
54278554,2240,20,FALSE
670244556,5670,20,FALSE
37396139,1130,10,FALSE
627524596,7449,50,FALSE
697852629,3940,20,FALSE
195979636,3126,20,FALSE
876955435,3771,20,FALSE
987132229,3826,10,FALSE
19883489,815,5,FALSE
1130789660,535,2,FALSE
267304732,6180,50,FALSE
49159688,1300,50,FALSE
419273309,3320,20,FALSE
992529014,5734,20,FALSE
779001248,7570,50,FALSE
1090126849,5050,50,FALSE
274972470,1310,10,FALSE
1089561799,730,10,FALSE
1123411864,40,2,FALSE
10431977,1462,10,FALSE
1097445889,311,5,FALSE
1068595539,1210,20,FALSE
370567615,1849,20,FALSE
39741982,1010,50,FALSE
763053344,3553,20,FALSE
520036854,1340,20,FALSE
1073864620,1520,20,FALSE
348612156,2220,20,FALSE
1130273252,437,5,FALSE
1102406486,1620,20,FALSE
445954026,1949,20,FALSE
260483494,1588,10,FALSE
4605180,2310,50,FALSE
666502305,1370,10,FALSE
256925603,3080,20,FALSE
1111462176,336,3,FALSE
1130037404,303,5,FALSE
64421510,420,20,TRUE
701488194,8600,1,FALSE
891539309,560,20,FALSE
1101908170,100,100,FALSE
1057506808,1595,10,FALSE
75345390,2779,20,FALSE
77590186,2351,20,FALSE
56639335,1130,50,FALSE
1128618865,2877,10,FALSE
1126123003,2270,10,FALSE
63006116,2181,10,FALSE
931558627,1270,10,FALSE
298584797,6532,50,FALSE
10977817,1550,50,FALSE
1008011085,11218,50,FALSE
356356335,600,20,FALSE
14099515,14466,50,FALSE
95781539,13360,20,FALSE
339644392,675,20,FALSE
28257903,3340,20,FALSE
68992565,3825,20,FALSE
166703354,2049,20,FALSE
244487219,755,5,FALSE
1057952890,380,20,FALSE
527677488,3829,20,FALSE
26463218,2920,20,FALSE
1131509131,140,2,FALSE
420166173,3860,20,FALSE
664601851,18550,100,FALSE
49709508,2479,20,FALSE
424820658,1620,20,FALSE
19279318,4991,50,FALSE
656226053,2623,20,FALSE
4323672,920,20,FALSE
87780511,2570,50,FALSE
36925624,9233,50,FALSE
789881972,1795,20,FALSE
1014915279,5145,20,FALSE
1038351924,2327,10,FALSE
1127651040,306,1,FALSE
68782016,7450,50,FALSE
462400901,1900,10,FALSE
990203181,2550,20,FALSE
491226614,1300,20,FALSE
1065752650,3750,50,FALSE
1088292788,2531,50,FALSE
71813136,465,10,TRUE
23249281,4700,20,FALSE
615296917,95,3,TRUE
622708964,2098,20,FALSE
711847261,910,10,FALSE
987079058,6170,20,FALSE
87986873,2620,20,FALSE
949711365,1749,20,FALSE
64084402,3200,20,FALSE
1053825976,1304,20,FALSE
247502146,3414,20,FALSE
1118877282,1330,10,FALSE
432888331,3659,20,FALSE
630628607,7698,20,FALSE
68702439,270,2,TRUE
1104771936,2705,10,FALSE
1006583446,2511,20,FALSE
454614983,2951,10,FALSE
87423061,3312,20,FALSE
51437484,3545,50,FALSE
23675839,1409,50,FALSE
522533277,1220,10,FALSE
1107039815,5719,50,FALSE
13855387,9859,20,FALSE
65466940,13770,1,FALSE
4738390,2393,20,FALSE
142862397,725,10,FALSE
1016409346,2934,10,FALSE
938633277,7919,50,FALSE
331597381,390,10,TRUE
1114589645,1778,50,FALSE
61072271,1840,20,FALSE
47918482,1160,20,FALSE
1105735752,2520,20,FALSE
23436794,3340,20,FALSE
516733087,1460,20,FALSE
442861176,4019,20,FALSE
82474426,1600,20,FALSE
22541824,650,20,FALSE
87769986,1600,20,FALSE
73139597,3310,20,FALSE
2494191,3486,20,FALSE
535684034,4873,20,FALSE
914330882,1330,10,FALSE
50177605,4598,20,FALSE
1089174523,1818,1,FALSE
973461606,3340,20,FALSE
1007708621,9053,50,FALSE
1051886554,5850,50,FALSE
60825716,11990,50,FALSE
202384444,3367,20,FALSE
1129717195,274,10,FALSE
9765474,5081,20,FALSE
415045787,1118,20,FALSE
1094923179,1243,20,FALSE
956250454,8097,50,FALSE
30446934,4330,50,FALSE
54443833,7843,50,FALSE
1098406789,4755,1,FALSE
961631185,610,10,FALSE
60290059,1290,20,FALSE
12829111,4510,50,FALSE
1022007023,5293,20,FALSE
36366308,4292,100,FALSE
27590064,4150,50,FALSE
65536376,640,50,FALSE
150145995,925,20,FALSE
18919350,1752,20,FALSE
12432382,420,20,TRUE
279032038,1643,20,FALSE
146811674,2541,10,FALSE
21444512,635,20,FALSE
1007064381,325,5,FALSE
89085162,1370,10,FALSE
86051133,1450,50,FALSE
896912479,3100,20,FALSE
1123642065,1940,20,FALSE
27247401,3460,50,FALSE
975280908,3263,20,FALSE
791060113,342,3,TRUE
421724027,1840,20,FALSE
695417680,940,20,FALSE
768452283,2138,10,FALSE
1092978860,695,10,FALSE
45503632,1593,20,FALSE
241041949,4180,20,FALSE
18442749,3680,50,FALSE
997830894,1500,20,FALSE
74524535,1577,10,FALSE
1125059490,3391,20,FALSE
1045240085,11580,50,FALSE
19113828,2460,20,FALSE
580995824,2800,20,FALSE
347281099,7628,50,FALSE
1087184816,2250,10,FALSE
83862547,24740,100,FALSE
27563067,4450,50,FALSE
393593283,3393,20,FALSE
96998267,2100,50,FALSE
507372533,1880,20,FALSE
1019744597,1460,20,FALSE
1030092296,3376,20,FALSE
991705913,1700,20,FALSE
28985251,1787,10,FALSE
230333672,710,20,FALSE
1104586589,2666,20,FALSE
116323332,760,10,FALSE
41205762,440,10,TRUE
959117884,3261,20,FALSE
68278026,2020,20,FALSE
1100738610,2182,20,FALSE
1130826114,298,5,FALSE
73096417,3672,10,FALSE
502458729,1173,10,FALSE
1036415459,39,1,FALSE
70975984,2288,100,FALSE
693393250,3589,20,FALSE
665915588,650,10,FALSE
978742126,7408,20,FALSE
48544460,2180,50,FALSE
1081077859,3056,20,FALSE
51424019,19800,1,FALSE
304872305,1370,10,FALSE
2621097,760,20,FALSE
309904580,1971,20,FALSE
70028191,4846,50,FALSE
864457701,1320,20,FALSE
459606492,4850,50,FALSE
20028897,2180,20,FALSE
25425996,21250,50,FALSE
962865106,2834,20,FALSE
970173276,2500,20,FALSE
147589050,5210,50,FALSE
1092023533,2312,10,FALSE
710970600,265,10,TRUE
370811561,3490,20,FALSE
117871922,1300,50,FALSE
935392690,2810,20,FALSE
137761691,3090,50,FALSE
1061951955,1520,50,FALSE
316987336,6840,50,FALSE
